"Geography","county","state","total_pop","proportion_white","proportion_black","proportion_indigenous","proportion_asian","proportion_pacific","proportion_other","proportion_multiracial","proportion_hispanic_latino","median_income","proportion_hs_degree_over_25","proportion_bachelors_degree_over_25"
"0500000US06077","San Joaquin","CA",779445,0.421,0.07,0.01,0.172,0.006,0.137,0.184,0.425,82837,0.802,0.203
"0500000US06079","San Luis Obispo","CA",281712,0.768,0.012,0.009,0.038,0.002,0.053,0.119,0.234,90158,0.921,0.38
"0500000US06081","San Mateo","CA",754250,0.434,0.023,0.009,0.305,0.012,0.109,0.108,0.239,149907,0.906,0.529
"0500000US06083","Santa Barbara","CA",445213,0.608,0.019,0.014,0.055,0.001,0.124,0.18,0.466,92332,0.821,0.357
"0500000US06085","Santa Clara","CA",1916831,0.362,0.024,0.007,0.389,0.004,0.1,0.114,0.249,153792,0.893,0.553
"0500000US06087","Santa Cruz","CA",268571,0.657,0.011,0.009,0.049,0.002,0.152,0.119,0.342,104409,0.887,0.425
"0500000US06089","Shasta","CA",181852,0.818,0.01,0.018,0.031,0.001,0.026,0.096,0.11,68347,0.919,0.228
"0500000US06091","Sierra","CA",2916,0.892,0.002,0.027,0,0,0.05,0.029,0.114,61108,0.936,0.239
"0500000US06093","Siskiyou","CA",44049,0.8,0.016,0.032,0.016,0.004,0.027,0.105,0.135,53898,0.906,0.22
"0500000US06095","Solano","CA",450995,0.46,0.132,0.007,0.157,0.01,0.111,0.122,0.28,97037,0.889,0.282
"0500000US06097","Sonoma","CA",488436,0.677,0.016,0.011,0.045,0.003,0.136,0.113,0.28,99266,0.892,0.378
"0500000US06099","Stanislaus","CA",552063,0.573,0.028,0.012,0.06,0.006,0.128,0.193,0.486,74872,0.803,0.182
"0500000US06101","Sutter","CA",99101,0.542,0.02,0.016,0.166,0.004,0.11,0.142,0.323,72654,0.796,0.206
"0500000US06103","Tehama","CA",65484,0.745,0.01,0.014,0.019,0,0.069,0.143,0.269,59029,0.871,0.182
"0500000US06105","Trinity","CA",15889,0.807,0.014,0.032,0.025,0.003,0.065,0.055,0.075,47317,0.953,0.192
"0500000US06107","Tulare","CA",473446,0.509,0.016,0.014,0.036,0.002,0.249,0.175,0.661,64474,0.735,0.156
"0500000US06109","Tuolumne","CA",54993,0.842,0.015,0.016,0.015,0.005,0.033,0.074,0.129,70432,0.925,0.244
"0500000US06111","Ventura","CA",842009,0.647,0.018,0.013,0.072,0.002,0.084,0.165,0.436,102141,0.854,0.347
"0500000US06113","Yolo","CA",217141,0.588,0.027,0.007,0.147,0.004,0.081,0.144,0.322,85097,0.879,0.433
"0500000US06115","Yuba","CA",81705,0.645,0.036,0.014,0.078,0.005,0.074,0.148,0.298,66693,0.827,0.174
"0500000US08001","Adams","CO",520149,0.658,0.035,0.014,0.04,0.002,0.093,0.159,0.414,86297,0.848,0.272
"0500000US08003","Alamosa","CO",16460,0.675,0.011,0.043,0.022,0.003,0.074,0.172,0.48,52271,0.898,0.282
"0500000US08005","Arapahoe","CO",654453,0.645,0.11,0.008,0.061,0.002,0.062,0.11,0.202,92292,0.922,0.449
"0500000US08007","Archuleta","CO",13509,0.796,0.003,0.024,0.005,0.001,0.119,0.051,0.185,66813,0.945,0.394
"0500000US08009","Baca","CO",3496,0.904,0.003,0.009,0.023,0.001,0.023,0.037,0.121,42115,0.858,0.244
"0500000US08011","Bent","CO",5561,0.712,0.048,0.031,0.003,0.001,0.072,0.132,0.328,45776,0.834,0.155
"0500000US08013","Boulder","CO",328658,0.828,0.009,0.004,0.046,0.001,0.028,0.084,0.139,99770,0.957,0.632
"0500000US08014","Broomfield","CO",73946,0.812,0.013,0.003,0.07,0,0.022,0.081,0.132,117541,0.963,0.584
"0500000US08015","Chaffee","CO",19564,0.896,0.011,0.004,0.012,0.004,0.011,0.062,0.101,65703,0.93,0.414
"0500000US08017","Cheyenne","CO",1726,0.855,0.009,0,0.002,0.003,0.017,0.114,0.119,65577,0.93,0.234
"0500000US08019","Clear Creek","CO",9403,0.902,0.023,0.01,0.008,0.001,0.007,0.048,0.079,87169,0.966,0.55
"0500000US08021","Conejos","CO",7553,0.681,0.001,0.032,0.001,0,0.083,0.202,0.512,44093,0.898,0.246
"0500000US08023","Costilla","CO",3534,0.64,0.011,0.034,0.016,0,0.058,0.241,0.599,34578,0.883,0.237
"0500000US08025","Crowley","CO",5782,0.67,0.041,0.04,0.031,0,0.056,0.162,0.328,40685,0.81,0.127
"0500000US08027","Custer","CO",4885,0.929,0.014,0.001,0.011,0,0.032,0.012,0.064,66250,0.969,0.365
"0500000US08029","Delta","CO",31173,0.881,0.006,0.008,0.006,0,0.021,0.078,0.155,56349,0.9,0.245
"0500000US08031","Denver","CO",710800,0.657,0.089,0.008,0.036,0.001,0.082,0.127,0.292,85853,0.905,0.542
"0500000US08033","Dolores","CO",2329,0.828,0,0.058,0,0,0.075,0.038,0.137,64708,0.953,0.263
"0500000US08035","Douglas","CO",360206,0.841,0.015,0.004,0.054,0.001,0.018,0.068,0.095,139010,0.979,0.6
"0500000US08037","Eagle","CO",55650,0.777,0.01,0.001,0.011,0.001,0.041,0.159,0.294,98887,0.924,0.518
"0500000US08039","Elbert","CO",26457,0.877,0.003,0.005,0.009,0,0.014,0.09,0.082,124360,0.967,0.356
"0500000US08041","El Paso","CO",730323,0.744,0.06,0.01,0.028,0.003,0.04,0.116,0.182,82748,0.948,0.402
"0500000US08043","Fremont","CO",49107,0.873,0.039,0.014,0.006,0.001,0.011,0.057,0.137,56165,0.898,0.202
"0500000US08045","Garfield","CO",61683,0.766,0.007,0.004,0.009,0.001,0.1,0.113,0.295,82772,0.893,0.337
"0500000US08047","Gilpin","CO",5856,0.897,0.002,0.016,0.002,0,0,0.083,0.096,95902,0.944,0.439
"0500000US08049","Grand","CO",15724,0.865,0.008,0.004,0.001,0,0.004,0.119,0.098,79367,0.947,0.378
"0500000US08051","Gunnison","CO",17018,0.905,0.011,0.005,0.009,0.001,0.015,0.054,0.1,76538,0.983,0.593
"0500000US08053","Hinsdale","CO",911,0.915,0.01,0.013,0.001,0,0,0.06,0.024,58712,0.985,0.446
"0500000US08055","Huerfano","CO",6896,0.874,0,0.033,0.001,0,0.041,0.051,0.331,49631,0.929,0.261
"0500000US08057","Jackson","CO",1440,0.935,0.006,0,0,0,0,0.059,0.115,38686,0.857,0.275
"0500000US08059","Jefferson","CO",580519,0.839,0.011,0.006,0.029,0.001,0.028,0.086,0.158,103167,0.952,0.491
"0500000US08061","Kiowa","CO",1347,0.97,0.006,0.004,0,0,0.002,0.018,0.061,45250,0.912,0.18
"0500000US08063","Kit Carson","CO",7039,0.857,0,0.007,0.002,0,0.074,0.06,0.189,58992,0.877,0.18
"0500000US08065","Lake","CO",7403,0.739,0.001,0.025,0.003,0,0.058,0.174,0.306,78942,0.943,0.392
"0500000US08067","La Plata","CO",55983,0.84,0.002,0.058,0.008,0.001,0.025,0.065,0.13,81936,0.958,0.47
"0500000US08069","Larimer","CO",359363,0.861,0.01,0.007,0.021,0.001,0.022,0.079,0.122,87199,0.963,0.509
"0500000US08071","Las Animas","CO",14422,0.715,0.011,0.047,0.011,0.001,0.032,0.182,0.408,48965,0.885,0.165
"0500000US08073","Lincoln","CO",5583,0.856,0.066,0.004,0.008,0,0.01,0.056,0.148,59167,0.887,0.227
"0500000US08075","Logan","CO",21302,0.824,0.011,0.004,0.006,0.012,0.038,0.105,0.168,54864,0.911,0.197
"0500000US08077","Mesa","CO",156131,0.869,0.007,0.008,0.01,0,0.018,0.087,0.151,68077,0.923,0.3
"0500000US08079","Mineral","CO",794,0.941,0,0.001,0.008,0,0.008,0.043,0.026,58929,0.978,0.577
"0500000US08081","Moffat","CO",13232,0.874,0.004,0.01,0.003,0,0.024,0.086,0.165,63983,0.913,0.205
"0500000US08083","Montezuma","CO",26070,0.785,0.013,0.111,0.008,0,0.022,0.062,0.13,61377,0.913,0.301
"0500000US08085","Montrose","CO",42823,0.84,0.004,0.011,0.005,0,0.022,0.117,0.209,62817,0.893,0.277
"0500000US08087","Morgan","CO",29045,0.736,0.032,0.019,0.004,0.001,0.05,0.158,0.368,70471,0.827,0.177
"0500000US08089","Otero","CO",18580,0.742,0.013,0.019,0.008,0,0.097,0.121,0.429,47500,0.88,0.183
"0500000US08091","Ouray","CO",4936,0.916,0.021,0.002,0.003,0,0.008,0.05,0.042,78750,0.975,0.496
"0500000US08093","Park","CO",17597,0.917,0.005,0.009,0.006,0,0.013,0.05,0.067,85019,0.976,0.355
"0500000US08095","Phillips","CO",4493,0.845,0,0.017,0.002,0,0.032,0.104,0.282,58474,0.891,0.263
"0500000US08097","Pitkin","CO",17325,0.881,0.004,0.006,0.023,0,0.018,0.069,0.108,96123,0.982,0.631
"0500000US08099","Prowers","CO",11968,0.755,0.013,0.018,0.006,0,0.1,0.108,0.395,49422,0.855,0.182
"0500000US08101","Pueblo","CO",168135,0.761,0.02,0.025,0.009,0,0.076,0.109,0.436,59436,0.9,0.241
"0500000US08103","Rio Blanco","CO",6511,0.857,0.003,0.011,0.001,0,0.018,0.111,0.111,69882,0.922,0.238
"0500000US08105","Rio Grande","CO",11442,0.765,0.004,0.015,0.001,0.001,0.067,0.146,0.445,57591,0.901,0.313
"0500000US08107","Routt","CO",24944,0.872,0.002,0.007,0.011,0.002,0.012,0.094,0.072,95144,0.97,0.5
"0500000US08109","Saguache","CO",6454,0.839,0.013,0.017,0.011,0,0.043,0.078,0.355,51946,0.885,0.244
"0500000US08111","San Juan","CO",690,0.893,0,0.007,0,0,0,0.1,0.183,67344,0.957,0.417
"0500000US08113","San Miguel","CO",8082,0.924,0.005,0.008,0.007,0,0.02,0.035,0.114,72829,0.982,0.622
"0500000US08115","Sedgwick","CO",2391,0.864,0.005,0.001,0.016,0,0.036,0.078,0.194,45855,0.913,0.265
"0500000US08117","Summit","CO",30955,0.831,0.003,0.005,0.012,0.006,0.026,0.117,0.148,100611,0.942,0.523
"0500000US08119","Teller","CO",24758,0.885,0.009,0.005,0.002,0.001,0.006,0.092,0.079,69655,0.97,0.38
"0500000US08121","Washington","CO",4817,0.919,0.015,0,0.004,0,0.015,0.046,0.109,59087,0.905,0.245
"0500000US08123","Weld","CO",331466,0.8,0.014,0.008,0.017,0.001,0.062,0.098,0.303,89182,0.883,0.307
"0500000US08125","Yuma","CO",9938,0.838,0.002,0.012,0.003,0.001,0.023,0.121,0.257,60118,0.848,0.244
"0500000US09110","Capitol Planning Region","CT",977165,0.669,0.127,0.003,0.058,0,0.065,0.078,0.179,88190,0.91,0.411
"0500000US09120","Greater Bridgeport Planning Region","CT",326381,0.656,0.12,0.003,0.055,0.001,0.099,0.068,0.204,83147,0.883,0.417
"0500000US09130","Lower Connecticut River Valley Planning Region","CT",175244,0.839,0.05,0.002,0.034,0,0.012,0.063,0.07,99742,0.953,0.453
"0500000US09140","Naugatuck Valley Planning Region","CT",451887,0.689,0.116,0.002,0.041,0,0.064,0.088,0.191,82939,0.904,0.333
"0500000US09150","Northeastern Connecticut Planning Region","CT",95687,0.852,0.017,0.004,0.014,0.001,0.035,0.077,0.118,83119,0.913,0.25
"0500000US09160","Northwest Hills Planning Region","CT",112696,0.823,0.047,0.001,0.025,0,0.028,0.075,0.109,87971,0.932,0.379
"0500000US09170","South Central Connecticut Planning Region","CT",571298,0.675,0.134,0.002,0.043,0,0.072,0.074,0.188,83617,0.914,0.404
"0500000US09180","Southeastern Connecticut Planning Region","CT",280293,0.789,0.058,0.005,0.039,0,0.036,0.074,0.114,80330,0.924,0.338
"0500000US09190","Western Connecticut Planning Region","CT",620666,0.667,0.1,0.002,0.052,0.001,0.08,0.097,0.201,118930,0.916,0.542
"0500000US10001","Kent","DE",182400,0.614,0.26,0.005,0.023,0,0.017,0.079,0.078,69278,0.889,0.263
"0500000US10003","New Castle","DE",570567,0.586,0.253,0.002,0.058,0,0.038,0.062,0.108,85309,0.925,0.383
"0500000US10005","Sussex","DE",240668,0.78,0.11,0.005,0.013,0,0.032,0.06,0.095,75406,0.901,0.317
"0500000US11001","District of Columbia",NA,670587,0.396,0.443,0.003,0.04,0.001,0.046,0.071,0.115,101722,0.927,0.626
"0500000US12001","Alachua","FL",279729,0.648,0.194,0.002,0.06,0.001,0.019,0.076,0.109,57566,0.936,0.467
"0500000US12003","Baker","FL",27969,0.786,0.119,0.002,0.007,0,0.007,0.08,0.032,67872,0.851,0.141
"0500000US12005","Bay","FL",181055,0.78,0.103,0.005,0.02,0.001,0.022,0.068,0.072,65999,0.904,0.266
"0500000US12007","Bradford","FL",27816,0.744,0.18,0.001,0.009,0,0.005,0.06,0.047,54759,0.821,0.132
"0500000US12009","Brevard","FL",610723,0.771,0.098,0.003,0.024,0.001,0.025,0.079,0.114,71308,0.927,0.329
"0500000US12011","Broward","FL",1940907,0.477,0.284,0.002,0.037,0.001,0.046,0.154,0.315,70331,0.9,0.349
"0500000US12013","Calhoun","FL",13753,0.769,0.124,0.011,0.002,0,0.02,0.074,0.064,41526,0.793,0.111
"0500000US12015","Charlotte","FL",189900,0.857,0.052,0.002,0.013,0,0.018,0.059,0.08,62164,0.919,0.251
"0500000US12017","Citrus","FL",155173,0.898,0.023,0.003,0.014,0,0.012,0.05,0.064,52569,0.904,0.197
"0500000US12019","Clay","FL",219650,0.738,0.115,0.001,0.029,0,0.034,0.083,0.108,82242,0.925,0.276
"0500000US12021","Collier","FL",380221,0.732,0.065,0.007,0.014,0,0.035,0.146,0.286,82011,0.895,0.387
"0500000US12023","Columbia","FL",69832,0.737,0.168,0.002,0.009,0,0.024,0.059,0.068,53501,0.858,0.16
"0500000US12027","DeSoto","FL",34258,0.724,0.124,0.004,0.002,0,0.072,0.074,0.32,45000,0.731,0.116
"0500000US12029","Dixie","FL",16737,0.852,0.082,0.004,0.003,0,0.005,0.054,0.045,45057,0.808,0.08
"0500000US12031","Duval","FL",995708,0.547,0.292,0.002,0.047,0.001,0.033,0.078,0.11,65579,0.907,0.322
"0500000US12033","Escambia","FL",321296,0.653,0.217,0.003,0.03,0.001,0.019,0.078,0.061,61642,0.908,0.281
"0500000US12035","Flagler","FL",117515,0.777,0.092,0.001,0.025,0.001,0.039,0.065,0.112,69251,0.923,0.284
"0500000US12037","Franklin","FL",12276,0.782,0.109,0.001,0.004,0,0.03,0.074,0.055,58107,0.804,0.21
"0500000US12039","Gadsden","FL",43746,0.352,0.55,0.013,0,0,0.038,0.047,0.111,45721,0.803,0.197
"0500000US12041","Gilchrist","FL",18070,0.907,0.032,0.003,0.003,0,0.013,0.042,0.062,56823,0.86,0.146
"0500000US12043","Glades","FL",12179,0.686,0.155,0.036,0.005,0,0.038,0.079,0.222,37221,0.731,0.13
"0500000US12045","Gulf","FL",15002,0.792,0.151,0.009,0.004,0,0.005,0.04,0.039,56250,0.857,0.214
"0500000US12047","Hamilton","FL",13492,0.592,0.326,0.012,0.005,0,0.026,0.039,0.107,47668,0.771,0.092
"0500000US12049","Hardee","FL",25528,0.692,0.065,0.016,0.011,0,0.089,0.126,0.443,44665,0.779,0.104
"0500000US12051","Hendry","FL",39902,0.611,0.107,0.021,0.009,0,0.063,0.189,0.571,49259,0.695,0.105
"0500000US12053","Hernando","FL",196621,0.807,0.052,0.003,0.012,0.001,0.041,0.085,0.156,59202,0.894,0.2
"0500000US12055","Highlands","FL",102339,0.749,0.092,0.005,0.014,0,0.065,0.075,0.215,53679,0.862,0.183
"0500000US12057","Hillsborough","FL",1468560,0.589,0.164,0.003,0.043,0.001,0.061,0.139,0.299,70612,0.893,0.362
"0500000US12059","Holmes","FL",19529,0.861,0.066,0.006,0.007,0.002,0.016,0.042,0.032,46063,0.827,0.11
"0500000US12061","Indian River","FL",160986,0.793,0.082,0.005,0.015,0,0.028,0.077,0.132,67543,0.914,0.327
"0500000US12063","Jackson","FL",47704,0.673,0.258,0.005,0.006,0.002,0.015,0.042,0.052,46144,0.842,0.139
"0500000US12065","Jefferson","FL",14458,0.635,0.321,0.001,0.002,0,0.015,0.025,0.045,51573,0.851,0.195
"0500000US12067","Lafayette","FL",8107,0.779,0.156,0.002,0,0,0.018,0.044,0.133,57852,0.785,0.081
"0500000US12069","Lake","FL",386829,0.738,0.101,0.003,0.021,0.001,0.028,0.107,0.174,66239,0.904,0.257
"0500000US12071","Lee","FL",772902,0.743,0.08,0.002,0.017,0.001,0.042,0.115,0.231,69368,0.901,0.301
"0500000US12073","Leon","FL",294128,0.579,0.309,0.002,0.035,0,0.017,0.057,0.069,61317,0.933,0.475
"0500000US12075","Levy","FL",43268,0.833,0.085,0.003,0.008,0,0.014,0.057,0.092,49933,0.876,0.161
"0500000US12077","Liberty","FL",7704,0.761,0.15,0.007,0.001,0,0.028,0.052,0.078,51723,0.81,0.168
"0500000US12079","Madison","FL",17986,0.57,0.364,0.001,0.001,0,0.024,0.04,0.063,43386,0.802,0.13
"0500000US12081","Manatee","FL",405069,0.783,0.081,0.003,0.022,0,0.032,0.079,0.169,71385,0.907,0.328
"0500000US12083","Marion","FL",378225,0.744,0.123,0.002,0.016,0,0.029,0.086,0.15,55265,0.892,0.22
"0500000US12085","Martin","FL",159399,0.829,0.054,0.001,0.015,0,0.031,0.069,0.143,77894,0.924,0.351
"0500000US12086","Miami-Dade","FL",2688237,0.468,0.159,0.002,0.015,0,0.063,0.291,0.688,64215,0.827,0.325
"0500000US12087","Monroe","FL",82044,0.757,0.07,0.001,0.011,0.002,0.033,0.127,0.257,80111,0.922,0.363
"0500000US12089","Nassau","FL",91538,0.874,0.055,0.003,0.01,0,0.015,0.043,0.05,84085,0.918,0.32
"0500000US12091","Okaloosa","FL",212021,0.745,0.094,0.003,0.034,0.003,0.036,0.085,0.101,73988,0.93,0.333
"0500000US12093","Okeechobee","FL",39870,0.753,0.081,0.001,0.01,0,0.08,0.074,0.267,50476,0.799,0.168
"0500000US12095","Orange","FL",1427403,0.512,0.204,0.003,0.053,0.001,0.074,0.153,0.329,72629,0.894,0.374
"0500000US12097","Osceola","FL",393745,0.496,0.109,0.004,0.027,0.001,0.196,0.166,0.561,64312,0.877,0.265
"0500000US12099","Palm Beach","FL",1494805,0.615,0.185,0.002,0.028,0.001,0.053,0.116,0.235,76066,0.89,0.388
"0500000US12101","Pasco","FL",569211,0.781,0.06,0.002,0.029,0.001,0.034,0.093,0.174,63187,0.907,0.271
"0500000US12103","Pinellas","FL",959918,0.769,0.1,0.002,0.035,0.001,0.021,0.072,0.104,66406,0.925,0.351
"0500000US12105","Polk","FL",736229,0.644,0.149,0.003,0.018,0,0.095,0.091,0.262,60901,0.869,0.214
"0500000US12107","Putnam","FL",73604,0.746,0.158,0.002,0.006,0,0.01,0.077,0.105,44852,0.824,0.133
"0500000US12109","St. Johns","FL",278722,0.834,0.055,0.001,0.031,0.001,0.015,0.063,0.08,100020,0.95,0.474
"0500000US12111","St. Lucie","FL",334682,0.631,0.204,0.003,0.02,0.001,0.043,0.098,0.206,66154,0.886,0.25
"0500000US12113","Santa Rosa","FL",188994,0.825,0.059,0.003,0.02,0.002,0.02,0.071,0.062,84715,0.926,0.299
"0500000US12115","Sarasota","FL",439392,0.86,0.043,0.002,0.018,0,0.018,0.059,0.099,77213,0.941,0.383
"0500000US12117","Seminole","FL",471321,0.66,0.118,0.002,0.051,0,0.058,0.111,0.229,79490,0.939,0.417
"0500000US12119","Sumter","FL",131832,0.87,0.071,0.002,0.011,0,0.02,0.025,0.061,70105,0.925,0.337
"0500000US12121","Suwannee","FL",43881,0.78,0.113,0,0.006,0,0.037,0.063,0.104,49729,0.843,0.159
"0500000US12123","Taylor","FL",21421,0.734,0.204,0.004,0.002,0.003,0.017,0.034,0.041,46239,0.833,0.139
"0500000US12125","Union","FL",15524,0.735,0.167,0.002,0.001,0,0.009,0.086,0.057,64043,0.779,0.1
"0500000US12127","Volusia","FL",558520,0.746,0.107,0.002,0.019,0,0.071,0.055,0.156,63075,0.916,0.262
"0500000US12129","Wakulla","FL",33732,0.791,0.145,0.003,0.001,0,0.015,0.044,0.043,72035,0.884,0.197
"0500000US12131","Walton","FL",76618,0.858,0.037,0.006,0.011,0,0.029,0.059,0.066,74832,0.919,0.331
"0500000US12133","Washington","FL",25014,0.778,0.142,0.011,0.01,0,0.02,0.039,0.044,47536,0.831,0.124
"0500000US13001","Appling","GA",18441,0.707,0.182,0.006,0.006,0,0.036,0.064,0.103,43268,0.784,0.1
"0500000US13003","Atkinson","GA",8265,0.668,0.152,0,0,0,0.11,0.07,0.273,38007,0.704,0.114
"0500000US13005","Bacon","GA",11138,0.739,0.151,0.003,0.006,0,0.02,0.082,0.087,43938,0.847,0.109
"0500000US13007","Baker","GA",2878,0.523,0.341,0.009,0.099,0,0,0.028,0.008,45417,0.857,0.19
"0500000US13009","Baldwin","GA",43778,0.529,0.418,0.001,0.016,0.001,0.01,0.025,0.027,54699,0.855,0.235
"0500000US13011","Banks","GA",18381,0.874,0.029,0.001,0.014,0,0.028,0.054,0.077,69096,0.794,0.171
"0500000US13013","Barrow","GA",84399,0.72,0.126,0.004,0.042,0,0.035,0.073,0.132,75053,0.876,0.212
"0500000US13015","Bartow","GA",109410,0.799,0.109,0.002,0.011,0.001,0.025,0.052,0.096,74812,0.879,0.21
"0500000US13017","Ben Hill","GA",17169,0.578,0.373,0,0.004,0,0.023,0.023,0.065,38255,0.837,0.122
"0500000US13019","Berrien","GA",18187,0.821,0.103,0,0.011,0.001,0.017,0.047,0.057,48670,0.813,0.148
"0500000US13021","Bibb","GA",156554,0.372,0.543,0.001,0.022,0,0.021,0.041,0.037,48897,0.865,0.259
"0500000US13023","Bleckley","GA",12413,0.703,0.263,0,0.009,0,0.005,0.019,0.034,56021,0.879,0.186
"0500000US13025","Brantley","GA",18105,0.928,0.037,0,0.007,0,0.006,0.022,0.026,40166,0.796,0.103
"0500000US13027","Brooks","GA",16275,0.57,0.356,0,0.006,0.001,0.037,0.029,0.076,42263,0.825,0.147
"0500000US13029","Bryan","GA",44995,0.726,0.135,0.001,0.023,0.001,0.033,0.082,0.082,90627,0.924,0.339
"0500000US13031","Bulloch","GA",79829,0.637,0.277,0.004,0.016,0.003,0.009,0.054,0.044,53675,0.887,0.296
"0500000US13033","Burke","GA",24337,0.498,0.456,0,0.005,0,0.013,0.028,0.035,50321,0.847,0.147
"0500000US13035","Butts","GA",25522,0.665,0.278,0.001,0.001,0,0.009,0.047,0.037,60076,0.837,0.131
"0500000US13037","Calhoun","GA",5594,0.332,0.619,0,0,0,0.037,0.012,0.056,48663,0.762,0.114
"0500000US13039","Camden","GA",55105,0.708,0.179,0.001,0.019,0.001,0.009,0.083,0.075,68104,0.925,0.217
"0500000US13043","Candler","GA",10946,0.624,0.225,0.003,0.008,0,0.085,0.055,0.122,45519,0.775,0.122
"0500000US13045","Carroll","GA",120060,0.712,0.202,0.007,0.009,0,0.028,0.043,0.075,66895,0.845,0.212
"0500000US13047","Catoosa","GA",68052,0.899,0.023,0.002,0.015,0.001,0.016,0.045,0.034,68896,0.895,0.232
"0500000US13049","Charlton","GA",12547,0.629,0.287,0.006,0.008,0,0.012,0.058,0.06,45770,0.841,0.121
"0500000US13051","Chatham","GA",296266,0.491,0.402,0.002,0.029,0.001,0.024,0.05,0.068,66171,0.914,0.361
"0500000US13053","Chattahoochee","GA",9402,0.606,0.168,0.023,0.036,0.008,0.053,0.106,0.176,52943,0.96,0.3
"0500000US13055","Chattooga","GA",24902,0.829,0.096,0.007,0.001,0,0.021,0.047,0.057,43556,0.732,0.095
"0500000US13057","Cherokee","GA",268567,0.808,0.071,0.007,0.02,0,0.032,0.062,0.112,100824,0.922,0.395
"0500000US13059","Clarke","GA",128864,0.59,0.267,0.005,0.041,0,0.032,0.066,0.11,48692,0.899,0.479
"0500000US13061","Clay","GA",2855,0.368,0.612,0,0.015,0,0,0.005,0.004,43264,0.832,0.166
"0500000US13063","Clayton","GA",296312,0.127,0.702,0.002,0.051,0.001,0.054,0.064,0.134,56207,0.855,0.206
"0500000US13065","Clinch","GA",6713,0.653,0.265,0.026,0.002,0,0.019,0.036,0.057,53350,0.74,0.129
"0500000US13067","Cobb","GA",765813,0.528,0.275,0.004,0.056,0,0.061,0.076,0.135,94244,0.93,0.497
"0500000US13069","Coffee","GA",43056,0.622,0.287,0.002,0.008,0,0.018,0.063,0.123,48398,0.783,0.129
"0500000US13071","Colquitt","GA",45813,0.608,0.228,0.013,0.008,0,0.099,0.044,0.201,47235,0.777,0.147
"0500000US13073","Columbia","GA",156921,0.693,0.169,0.002,0.044,0,0.026,0.066,0.073,92571,0.932,0.374
"0500000US13075","Cook","GA",17242,0.642,0.27,0.006,0.002,0,0.009,0.071,0.066,46706,0.819,0.16
"0500000US13077","Coweta","GA",147449,0.728,0.18,0.002,0.019,0,0.018,0.053,0.076,90031,0.908,0.341
"0500000US13079","Crawford","GA",12156,0.733,0.22,0.008,0,0,0.022,0.017,0.039,56948,0.81,0.113
"0500000US13081","Crisp","GA",20255,0.513,0.448,0,0.006,0,0.008,0.025,0.04,47463,0.822,0.141
"0500000US13083","Dade","GA",16239,0.938,0.01,0,0.008,0,0.004,0.039,0.026,59531,0.864,0.183
"0500000US13085","Dawson","GA",27355,0.912,0.013,0.001,0.008,0,0.012,0.054,0.058,84516,0.88,0.355
"0500000US13087","Decatur","GA",29063,0.524,0.402,0.003,0.005,0,0.039,0.027,0.067,47383,0.823,0.15
"0500000US13089","DeKalb","GA",761209,0.319,0.528,0.007,0.062,0.001,0.025,0.058,0.085,76044,0.911,0.467
"0500000US13091","Dodge","GA",19977,0.669,0.303,0.003,0,0,0.011,0.013,0.041,46091,0.866,0.147
"0500000US13093","Dooly","GA",11236,0.436,0.477,0.003,0,0,0.029,0.055,0.074,54109,0.828,0.13
"0500000US13095","Dougherty","GA",85038,0.244,0.699,0.002,0.008,0,0.018,0.028,0.032,45640,0.839,0.233
"0500000US13097","Douglas","GA",144735,0.394,0.489,0.001,0.019,0,0.035,0.062,0.107,76930,0.903,0.299
"0500000US13099","Early","GA",10753,0.439,0.529,0.001,0,0,0.009,0.023,0.021,48355,0.798,0.14
"0500000US13101","Echols","GA",3707,0.659,0.041,0.001,0.016,0,0.086,0.196,0.31,61184,0.824,0.14
